test,violations,paths,addresses,spec,misforwarding,guided,trace,filename,wall_time,Running time,
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,0.5289484210079536,0.2555886969785206
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,0.5200558389769867,0.2522887379745953
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,0.5299501399858855,0.25698715896578506
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,0.3038298219908029,0.03065989399328828
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,0.5121770109981298,0.2411099800374359
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,0.7861802710103802,0.5109220589511096
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,0.5125405889702961,0.24218836799263954
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,0.7853270170162432,0.5125116999843158
spectrev4 --case case_1,2,NA,"Instruction Address 0x400bae,Instruction Address 0x400ba4",True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,30.45304800197482,30.170923697995022
spectrev4 --case case_2,1,NA,Instruction Address 0x400c17,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,1.8931279529933818,1.6134901709738187
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,1.0189459910034202,0.7404616629937664
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,1.1917809190344997,0.9108708800049499
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,3.9386449480080046,3.652598962013144
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,3.971834341995418,3.694360797991976
spectrev4 --case case_7,1,NA,Instruction Address 0x400dd8,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,3.1290822970331647,2.8478268870385364
spectrev4 --case case_8,1,NA,Instruction Address 0x400e2a,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,1.5108930970309302,1.2313348990282975
spectrev4 --case case_10,2,NA,"Instruction Address 0x400f93,Instruction Address 0x400f7f",True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,39.002176581998356,38.73074299399741
spectrev4 --case case_11,1,NA,Instruction Address 0x400fff,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,65.96448615199188,65.6867085149861
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,18.097679114958737,17.821195725991856
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,29.624558497976977,29.347755694994703
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,0.3351189860259183,0.04122500499943271
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,0.4932195480214432,0.22274542500963435
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,0.4905420310096815,0.22295540297636762
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,0.30695461900904775,0.03640510601690039
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,0.5061455479590222,0.23652636696351692
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,0.5002646069624461,0.23193549702409655
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,0.5050690390053205,0.2378995570470579
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,0.29865204798989,0.029612304002512246
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,0.49407041002996266,0.2213579470408149
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,0.4961005930090323,0.2253889039857313
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,0.4972344050183892,0.22507927502738312
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,0.4923164609936066,0.22397861699573696
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,0.31665418500779197,0.03604061802616343
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,0.5142499479698017,0.2441705619567074
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,0.5149760459898971,0.24383827904239297
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,0.30434225097997114,0.035846561018843204
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,0.5243746310006827,0.2539473060169257
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,0.5261437069857493,0.2510221599950455
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,0.5222340670297854,0.2523320879554376
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,0.3024362970027141,0.029860145004931837
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,0.9494952970417216,0.680600312014576
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,0.7886441680020653,0.5159228499978781
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,0.9505549810128286,0.6774431949597783
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,0.7876696939929388,0.5143939630361274
spectrev4 --case case_1,0,NA,,True,True,False,False,spectrev4 --case case_1.spec.misforwarding.O0,0.32020575797650963,0.03686939098406583
spectrev4 --case case_2,0,NA,,True,True,False,False,spectrev4 --case case_2.spec.misforwarding.O0,0.4979069799883291,0.22306160302832723
spectrev4 --case case_3,0,NA,,True,True,False,False,spectrev4 --case case_3.spec.misforwarding.O0,0.488894990994595,0.22013897297438234
spectrev4 --case case_4,0,NA,,True,True,False,False,spectrev4 --case case_4.spec.misforwarding.O0,0.3088654070161283,0.03571299504255876
spectrev4 --case case_5,0,NA,,True,True,False,False,spectrev4 --case case_5.spec.misforwarding.O0,0.5129103360231966,0.23287070501828566
spectrev4 --case case_6,0,NA,,True,True,False,False,spectrev4 --case case_6.spec.misforwarding.O0,0.501656889973674,0.2304518130258657
spectrev4 --case case_7,0,NA,,True,True,False,False,spectrev4 --case case_7.spec.misforwarding.O0,0.5060068890452385,0.23419207899132743
spectrev4 --case case_8,0,NA,,True,True,False,False,spectrev4 --case case_8.spec.misforwarding.O0,0.2987264880212024,0.029495557013433427
spectrev4 --case case_10,0,NA,,True,True,False,False,spectrev4 --case case_10.spec.misforwarding.O0,0.4963888179627247,0.2254533219966106
spectrev4 --case case_11,0,NA,,True,True,False,False,spectrev4 --case case_11.spec.misforwarding.O0,0.49581681098788977,0.2210728739737533
spectrev4 --case case_12,0,NA,,True,True,False,False,spectrev4 --case case_12.spec.misforwarding.O0,0.504525433992967,0.22925040201516822
spectrev4 --case case_13,0,NA,,True,True,False,False,spectrev4 --case case_13.spec.misforwarding.O0,0.49334208003710955,0.2221024670288898
spectrev1 all,failed,NA,,True,False,False,False,spectrev1 all.spec.O0,NA,NA
spectrev1 --case all,failed,NA,,True,False,False,False,spectrev1 --case all.spec.O0,NA,NA
spectrev1 --case case1,failed,NA,,True,False,False,False,spectrev1 --case case1.spec.O0,NA,NA
spectrev1 --case case_1,0,NA,,True,False,False,False,spectrev1 --case case_1.spec.O0,1.8637255979992915,0.8090010250016348
spectrev1 --case case_2,0,NA,,True,False,False,False,spectrev1 --case case_2.spec.O0,1.749056862994621,0.747586395998951
spectrev1 --case case_3,0,NA,,True,False,False,False,spectrev1 --case case_3.spec.O0,1.7840974509963416,0.7790169119980419
spectrev1 --case case_4,0,NA,,True,False,False,False,spectrev1 --case case_4.spec.O0,1.6676007249989198,0.6663683060032781
spectrev1 --case case_5,0,NA,,True,False,False,False,spectrev1 --case case_5.spec.O0,4.225141178998456,3.1842596209971816
spectrev1 --case case_6,0,NA,,True,False,False,False,spectrev1 --case case_6.spec.O0,1.9105508940047002,0.7727590419963235
spectrev1 --case case_7,0,NA,,True,False,False,False,spectrev1 --case case_7.spec.O0,1.828075422999973,0.8143349449965172
spectrev1 --case case_8,0,NA,,True,False,False,False,spectrev1 --case case_8.spec.O0,1.7918769870011602,0.779840998002328
spectrev1 --case case_9,0,NA,,True,False,False,False,spectrev1 --case case_9.spec.O0,1.7627049590009847,0.7515100160017028
spectrev1 --case case_10,0,NA,,True,False,False,False,spectrev1 --case case_10.spec.O0,1.4519139600015478,0.4436053770041326
spectrev1 --case case_11gcc,0,NA,,True,False,False,False,spectrev1 --case case_11gcc.spec.O0,3.973346403996402,2.9683248180008377
spectrev1 --case case_11ker,0,NA,,True,False,False,False,spectrev1 --case case_11ker.spec.O0,1.9203046879993053,0.9260269079968566
spectrev1 --case case_11sub,0,NA,,True,False,False,False,spectrev1 --case case_11sub.spec.O0,4.128829625005892,3.127082557999529
spectrev1 --case case_12,0,NA,,True,False,False,False,spectrev1 --case case_12.spec.O0,1.8875675500021316,0.8279930869975942
spectrev1 --case case_13,0,NA,,True,False,False,False,spectrev1 --case case_13.spec.O0,2.4316267690010136,1.4205236790003255
spectrev1 --case case_14,0,NA,,True,False,False,False,spectrev1 --case case_14.spec.O0,1.8093317469974863,0.792769835999934
spectrev4 --case case_1,0,NA,,True,False,False,False,spectrev4 --case case_1.spec.O0,1.1734274010013905,0.3088381639972795
spectrev4 --case case_2,0,NA,,True,False,False,False,spectrev4 --case case_2.spec.O0,1.5713911929997266,0.7163106220032205
spectrev4 --case case_3,0,NA,,True,False,False,False,spectrev4 --case case_3.spec.O0,1.6203479839969077,0.7662462680018507
spectrev4 --case case_4,0,NA,,True,False,False,False,spectrev4 --case case_4.spec.O0,1.1502428820022033,0.28149263299565064
spectrev4 --case case_5,0,NA,,True,False,False,False,spectrev4 --case case_5.spec.O0,1.61708783100039,0.7464880019979319
spectrev4 --case case_6,0,NA,,True,False,False,False,spectrev4 --case case_6.spec.O0,1.593009614996845,0.7407380790027673
spectrev4 --case case_7,0,NA,,True,False,False,False,spectrev4 --case case_7.spec.O0,1.5990146249969257,0.721912560002238
spectrev4 --case case_8,0,NA,,True,False,False,False,spectrev4 --case case_8.spec.O0,1.000904520995391,0.13741330299671972
spectrev4 --case case_10,0,NA,,True,False,False,False,spectrev4 --case case_10.spec.O0,1.6151066879974678,0.7410853940018569
spectrev4 --case case_11,0,NA,,True,False,False,False,spectrev4 --case case_11.spec.O0,1.6605260580035974,0.7984188429982169
spectrev4 --case case_12,0,NA,,True,False,False,False,spectrev4 --case case_12.spec.O0,1.662608620004903,0.7524243150037364
spectrev4 --case case_13,0,NA,,True,False,False,False,spectrev4 --case case_13.spec.O0,1.6357850330023211,0.7697446110032615
tea ,0,NA,,True,False,False,False,tea .spec.O0,6.987349779999931,6.108998652001901
spectrev1 --case case_1,0,NA,,True,False,False,False,spectrev1 --case case_1.spec.O0,1.7353370659984648,0.7366184569982579
spectrev1 --case case_1,0,NA,,True,True,False,False,spectrev1 --case case_1.spec.misforwarding.O0,7.14909042599902,6.15310702300485
spectrev1 --case case_2,0,NA,,True,False,False,False,spectrev1 --case case_2.spec.O0,1.764209455002856,0.7773484040008043
spectrev1 --case case_1,1,NA,Instruction Address 0x400bac,True,False,False,False,spectrev1 --case case_1.spec.O0,1.0541370079954504,0.19129912999778753
spectrev1 --case case_1,1,NA,Instruction Address 0x400bac,True,True,False,False,spectrev1 --case case_1.spec.misforwarding.O0,1.7717264530001557,0.9152246070007095
spectrev1 --case case_2,1,NA,Instruction Address 0x400c24,True,False,False,False,spectrev1 --case case_2.spec.O0,1.081814180004585,0.2138053260059678
